Timestamp(s),EMG_filtered,RMS
0.2607841491699219,-226.79493117883413,6.001417325287849e-06
0.2607841491699219,-245.90982227365356,5.367134807106464e-05
0.2607841491699219,105.18344813022354,0.0002426043874110494
0.2607841491699219,95.77802732193294,0.0007563816514722015
0.2607841491699219,154.9284378549438,0.0018630198203979905
0.2607841491699219,186.49461012440585,0.003908833696875914
0.2607841491699219,125.43360340479514,0.007312067826467383
0.2607841491699219,208.99343773840877,0.012556336936289282
0.2607841491699219,116.94991218471641,0.02018404850265141
0.2607841491699219,93.00260272912598,0.030790188233650904
0.2607841491699219,-8.441890920039782,0.0450167707781334
0.2607841491699219,-65.57900488478377,0.0635477595653521
0.2607841491699219,150.73502768131578,0.0871047542309531
0.2607841491699219,255.58838196199767,0.11644516366078397
0.2607841491699219,33.8695023624594,0.15236328077183225
0.2607841491699219,-268.61169688936496,0.19569137589179836
0.2607841491699219,-724.7738570214151,0.2472981169703296
0.2607841491699219,-721.4121679089571,0.30808446433235026
0.2607841491699219,-415.00467459270203,0.3789783792967665
0.2607841491699219,-344.48860299514865,0.4609294825543799
0.2607841491699219,-81.37675087804337,0.5549043443404513
0.2607841491699219,93.77151176887236,0.661882412157575
0.2607841491699219,287.81181112235186,0.7828522182805949
0.2607841491699219,344.3571511246282,0.9188076066079011
0.2607841491699219,341.35373802498975,1.0707439141699984
0.2607841491699219,328.0538564152904,1.239654119088653
0.2607841491699219,274.47508949529276,1.426524946430851
0.2607841491699219,270.27487373032636,1.6323329468309147
0.2607841491699219,205.31718540557995,1.8580406338614115
0.2607841491699219,163.36848284403388,2.104592791702141
0.2607841491699219,56.20454495408747,2.3729130202903805
0.2607841491699219,-8.210740418064702,2.6639005291510434
0.2607841491699219,181.3247821570738,2.978427171587508
0.2607841491699219,299.7878369411304,3.3173347110548197
0.2607841491699219,39.19804307762155,3.6814323116776597
0.2607841491699219,-258.563187321662,4.07149424501591
0.2607841491699219,-737.6262737995771,4.488257805320731
0.2607841491699219,-714.4511114984213,4.9324214256638905
0.2607841491699219,-431.1163808151432,5.404642987462526
0.2607841491699219,-361.60877949737886,5.905538316060573
0.2607841491699219,-100.69377764274003,6.435679855166814
0.2607841491699219,62.666602226018,6.995595513087737
0.2607841491699219,268.5703500457157,7.585767673831201
0.2607841491699219,308.6463337961902,8.206632366294249
0.2607841491699219,316.122349278382,8.858578584885239
0.2607841491699219,287.0163885030348,9.541947755066744
0.2607841491699219,248.47161456735026,10.257033337441445
0.2607841491699219,242.42977793069315,11.00408056413834
0.2607841491699219,181.53421578133245,11.783286301391147
0.2607841491699219,136.53407734230493,12.594799032334693
0.3099672794342041,81.39404401787648,6.035075521585977e-06
0.3099672794342041,100.89175843397308,5.3907521070780474e-05
0.3099672794342041,244.28582211986796,0.00024399366647140592
0.3099672794342041,374.8833778709466,0.0007640126516064782
0.3099672794342041,109.52199247145396,0.0018951207495682117
0.3099672794342041,-186.41542533981203,0.0040116871305156355
0.3099672794342041,-663.3762602556154,0.007578122645443295
0.3099672794342041,-676.3823679981563,0.013142795231812762
0.3099672794342041,-381.6228793770052,0.0213305432488737
0.3099672794342041,-321.7459794873084,0.032835060196279915
0.3099672794342041,-65.3312134481148,0.04841192689569121
0.3099672794342041,101.22521348344765,0.06887228722219003
0.3099672794342041,297.0703241611481,0.09507666967209129
0.3099672794342041,340.3861052875259,0.12792886695043706
0.3099672794342041,332.47154339603037,0.16837035983184284
0.3099672794342041,302.0440227328947,0.2173752779462756
0.3099672794342041,256.84500893258644,0.27594521896220153
0.3099672794342041,265.27809100592197,0.34510367988021223
0.3099672794342041,189.45408671007277,0.4258904336121333
0.3099672794342041,149.14327231284219,0.5193562251695344
0.3099672794342041,35.526302465865626,0.6265579646305186
0.3099672794342041,-22.633658445254454,0.7485542936619409
0.3099672794342041,165.74288307330715,0.8864018389602685
0.3099672794342041,277.32553516735925,1.0411535335742053
0.3099672794342041,24.056180245635403,1.2138595006788768
0.3099672794342041,-249.21957984044826,1.4055683333587417
0.3099672794342041,-734.40544146041,1.617326344747539
0.3099672794342041,-756.7214343006575,1.8501746133632688
0.3099672794342041,-449.55374119508156,2.105144881554305
0.3099672794342041,-382.14835028479155,2.3832551734589735
0.3099672794342041,-122.36365622764828,2.685505583982574
0.3099672794342041,52.637784166245126,3.012874357553573
0.3099672794342041,253.45442313114847,3.3663142471168395
0.3099672794342041,307.3437388795787,3.7467491439817913
0.3099672794342041,306.62548923519535,4.155070969303092
0.3099672794342041,139.9506132132742,4.592136818130933
0.3099672794342041,205.79574123005187,5.058766347127032
0.3099672794342041,436.7567196931044,5.5557393972012195
0.3099672794342041,198.45269168909877,6.083793842481787
0.3099672794342041,188.51575646497818,6.643623657190735
0.3099672794342041,66.51213693290276,7.235877192152513
0.3099672794342041,-39.875469263169904,7.861155652821827
0.3099672794342041,192.34415470498973,8.520011770872657
0.3099672794342041,247.2696615718143,9.212948661546523
0.3099672794342041,49.2107807189025,9.9404188591135
0.3099672794342041,-252.5492430251365,10.702823522954263
0.3099672794342041,-707.5076753440119,11.500511806925676
0.3099672794342041,-760.9101844574097,12.333780384825882
0.3099672794342041,-452.3301174033833,13.202873124927805
0.3099672794342041,-370.9677246914429,14.107980906701988
0.3800394535064697,-231.3292623792798,5.94539834661513e-06
0.3800394535064697,-253.24398693492958,5.3091169548979386e-05
0.3800394535064697,103.85400444775834,0.0002396168280537865
0.3800394535064697,122.55369604321831,0.0007461036494016216
0.3800394535064697,164.90504885636716,0.0018360926085808993
0.3800394535064697,181.19299974943561,0.0038506433263675835
0.3800394535064697,130.65609372633088,0.00720256995926326
0.3800394535064697,167.21435280373183,0.01237013707527833
0.3800394535064697,95.15925308831609,0.019890576187174002
0.3800394535064697,90.45582504701531,0.030353923404204685
0.3800394535064697,-0.5916328946849205,0.04439746930313695
0.3800394535064697,-50.526882691795095,0.06270061932895724
0.3800394535064697,156.26760675907806,0.08598045195993824
0.3800394535064697,274.24306186399645,0.11498963790078663
0.3800394535064697,34.45859322593276,0.15051729926575777
0.3800394535064697,-242.3188311970388,0.19339021620731242
0.3800394535064697,-692.322988974423,0.24447158836070812
0.3800394535064697,-719.8740037137686,0.30465718453584245
0.3800394535064697,-439.4047887621151,0.3748701397883537
